appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
208730,Game of Thrones,2012-06-07,1,Cyanide Studios,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support,"['Action', 'RPG']",RPG;Action;Fantasy,50,1407,587,1042,1421,200000-500000,10.99,1994,70.5616850551655
521890,Hello Neighbor,2017-12-08,1,Dynamic Pixels,tinyBuild,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,"['Adventure', 'Indie', 'Strategy']",Horror;First-Person;Singleplayer,17,1531,640,17,17,100000-200000,23.79,2171,70.52049746660525
322780,Worlds Adrift,2017-05-24,1,Bossa Studios,Bossa Studios,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Includes level editor,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']",Early Access;Open World;Massively Multiplayer,0,2621,1096,592,592,100000-200000,19.49,3717,70.51385525961797
578330,LEGO® City Undercover,2017-04-04,1,Traveller's Tales,TT Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,['Action'],LEGO;Open World;Action,48,779,327,1868,1868,100000-200000,24.99,1106,70.43399638336348
225640,Sacred 2 Gold,2012-12-21,1,Ascaron,Deep Silver,windows,0,Single-player,['RPG'],RPG;Open World;Hack and Slash,0,1177,495,69,100,500000-1000000,10.99,1672,70.39473684210526
359320,Elite Dangerous,2015-04-02,1,Frontier Developments,Frontier Developments,windows,0,Single-player;Multi-player;MMO;Co-op;VR Support;Partial Controller Support,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Space Sim;Space;Open World,0,26143,11006,4545,2579,1000000-2000000,19.99,37149,70.37336132870334
214950,Total War™: ROME II - Emperor Edition,2013-09-02,1,CREATIVE ASSEMBLY,SEGA,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,['Strategy'],Strategy;Turn-Based Strategy;Historical,188,31864,13423,5760,1287,2000000-5000000,29.99,45287,70.36014750369863
441870,OutDrive,2016-02-22,1,DNVR Prod,DNVR Prod,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,"['Casual', 'Indie', 'Racing']",Racing;Retro;Indie,48,1932,814,51,51,100000-200000,1.99,2746,70.35688273852877
939960,Far Cry® New Dawn,2019-02-15,1,Ubisoft Montreal;Ubisoft Kiev;Ubisoft Shanghai,Ubisoft,windows,0,Single-player;Online Co-op;Partial Controller Support,"['Action', 'Adventure']",Open World;Action;FPS,0,2755,1161,1597,1827,100000-200000,37.99,3916,70.35240040858018
324510,Boundless,2018-09-11,1,Wonderstruck,Square Enix,windows;mac,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Sandbox;Massively Multiplayer;Open World,59,1153,486,55204,55204,20000-50000,32.99,1639,70.34777303233679
218820,Mercenary Kings: Reloaded Edition,2014-03-25,1,Tribute Games Inc.,Tribute Games Inc.,windows;mac;linux,16,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG']",Action;Indie;2D,26,1511,637,348,403,200000-500000,14.99,2148,70.34450651769087
418030,Subsistence,2016-10-25,1,ColdGames,ColdGames,windows,0,Single-player;Co-op;Online Co-op,"['Action', 'Early Access']",Early Access;Survival;Crafting,0,2680,1130,82,82,100000-200000,10.59,3810,70.34120734908137
39200,Dungeon Siege II,2005-08-16,1,Gas Powered Games,Square Enix,windows,0,Single-player,['RPG'],RPG;Fantasy;Action RPG,0,813,343,754,1502,500000-1000000,4.99,1156,70.32871972318338
265550,Dead Rising 3 Apocalypse Edition,2014-09-05,1,Capcom Game Studio Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,['Action'],Zombies;Action;Open World,88,7251,3060,596,522,500000-1000000,24.99,10311,70.32295606633691
438740,Friday the 13th: The Game,2017-05-25,1,IllFonic,Gun Media,windows,18,Multi-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,['Action'],Horror;Multiplayer;Survival Horror,53,19663,8304,4823,4944,500000-1000000,15.49,27967,70.30786283834519
271590,Grand Theft Auto V,2015-04-13,1,Rockstar North,Rockstar Games,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support,"['Action', 'Adventure']",Open World;Action;Multiplayer,77,329061,139308,9837,4834,10000000-20000000,24.99,468369,70.25678471461603
360170,How to Survive 2,2016-09-08,1,Eko Software,505 Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'RPG']",Survival;Zombies;Multiplayer,49,5823,2471,409,495,500000-1000000,10.99,8294,70.20737882806849
402020,The Park,2015-10-27,1,Funcom,Funcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,['Adventure'],Horror;Psychological Horror;Walking Simulator,14,1684,715,0,0,100000-200000,9.99,2399,70.19591496456857
858590,Last Tide,2018-08-27,1,Digital Confectioners,Digital Confectioners,windows,0,Online Multi-Player,"['Action', 'Indie', 'Early Access']",Early Access;Battle Royale;Action,0,731,311,0,0,20000-50000,19.49,1042,70.15355086372361
333950,Medieval Engineers,2015-02-19,1,Keen Software House,Keen Software House,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Workshop;Partial Controller Support,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Early Access;Building;Medieval,0,3233,1376,11517,11438,200000-500000,12.99,4609,70.14536775873292
444200,World of Tanks Blitz MMO,2016-11-09,1,Wargaming Group Limited,Wargaming Group Limited,windows;mac,0,Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,"['Action', 'Free to Play', 'Massively Multiplayer']",Tanks;Free to Play;Multiplayer,0,14069,5988,5046,383,2000000-5000000,0.0,20057,70.14508650346512
320240,We Happy Few,2018-08-10,1,Compulsion Games,Gearbox Publishing,windows,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,"['Action', 'Adventure', 'Indie']",Open World;Survival;Psychological Horror,50,3130,1333,308,308,100000-200000,44.99,4463,70.13219807304503
671510,DESOLATE,2019-01-17,1,Nearga,HypeTrain Digital,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support;Steam Cloud,"['Action', 'Adventure', 'RPG']",Survival;Multiplayer;Horror,72,2564,1094,503,987,100000-200000,19.99,3658,70.09294696555494
47790,Medal of Honor™,2010-10-12,1,Electronic Arts,Electronic Arts,windows,0,Single-player;Multi-player,['Action'],FPS;Action;Shooter,0,3209,1370,133,166,1000000-2000000,14.99,4579,70.08080366892334
591960,Animation Throwdown: The Quest for Cards,2017-05-05,1,Synapse Games;Chinzilla,Kongregate,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",Free to Play;Card Game;Strategy,19,1112,476,31,47,200000-500000,0.0,1588,70.02518891687657
373930,Sudden Strike 4,2017-08-11,1,Kite Games,Kalypso Media Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,['Strategy'],Strategy;World War II;RTS,61,2579,1107,0,0,50000-100000,39.99,3686,69.96744438415627
242570,Space Hulk,2013-08-15,1,Full Control Studios,Full Control,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,"['Indie', 'Strategy']",Warhammer 40K;Strategy;Turn-Based,28,1292,556,87,87,200000-500000,18.99,1848,69.91341991341992
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],2018-07-09,1,Pixel Gangsta Studio,Pixel Gangsta Studio;Flying Interactive,windows,0,Single-player;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Commentary available,"['Indie', 'RPG', 'Simulation', 'Strategy']",Simulation;Indie;RPG,42,1184,510,0,0,50000-100000,14.49,1694,69.89374262101535
341720,Among Ripples,2015-01-22,1,Eat Create Sleep,Eat Create Sleep,windows;mac;linux,0,Single-player,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Free to Play;Casual;Simulation,0,911,393,6,7,200000-500000,0.0,1304,69.86196319018406
342480,Gunscape,2016-03-01,1,Blowfish Studios,Blowfish Studios,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Includes level editor,"['Action', 'Indie']",Free to Play;Multiplayer;Action,42,820,354,175,175,200000-500000,0.0,1174,69.84667802385009
236150,Starpoint Gemini 2,2014-09-26,1,Little Green Men Games,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,"['Action', 'RPG', 'Simulation']",Space;Simulation;RPG,52,2604,1126,326,292,500000-1000000,26.99,3730,69.81233243967829
434250,Masked Shooters 2,2016-01-14,1,FreezeNova,FreezeNova,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,"['Action', 'Indie']",Action;Indie;FPS,12,1041,451,194,227,200000-500000,0.79,1492,69.77211796246648
366220,Wurm Unlimited,2015-10-21,1,Code Club AB,Plug In Digital,windows;linux,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,"['Adventure', 'Indie', 'RPG']",Open World;RPG;Sandbox,0,1498,652,2018,2283,200000-500000,22.49,2150,69.67441860465117
312150,Wild Warfare,2014-07-15,1,Hyper Hippo Games,Hyper Hippo Games,windows;mac,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements,"['Action', 'Free to Play', 'Indie', 'Early Access']",Early Access;Free to Play;Action,28,712,310,5,5,200000-500000,0.0,1022,69.66731898238747
298050,Master of Orion,2016-08-25,1,NGD Studios,Wargaming Labs,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,['Strategy'],Strategy;Space;Turn-Based,102,2961,1290,0,0,200000-500000,22.99,4251,69.65419901199718
217920,Alien Rage - Unlimited,2013-09-24,1,CI Games,CI Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Leaderboards,['Action'],Action;FPS;Sci-fi,49,1657,722,317,355,200000-500000,14.99,2379,69.65111391340899
440900,Conan Exiles,2018-05-08,1,Funcom,Funcom,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Survival;Open World;Crafting,25,22001,9594,4431,5167,500000-1000000,33.99,31595,69.63443582845386
605740,"Flashing Lights - Police, Firefighting, Emergency Services Simulator (警情，消防，急救)",2018-06-07,1,Nils Jakrins,Excalibur Games,windows;mac,0,Single-player;Online Multi-Player;Online Co-op,"['Indie', 'Simulation', 'Early Access']",Early Access;Simulation;Multiplayer,0,1108,484,0,0,50000-100000,11.39,1592,69.59798994974874
312450,Order of Battle: World War II,2015-04-30,1,The Artistocrats,Slitherine Ltd.,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Includes level editor,"['Free to Play', 'Simulation', 'Strategy']",Strategy;World War II;Turn-Based,38,801,350,134,212,200000-500000,0.0,1151,69.59165942658558
382110,Virtual Desktop,2016-03-31,1,Guy Godin,Guy Godin,windows,0,VR Support;Steam Workshop,['Utilities'],Utilities;VR;VR Only,0,723,316,16,16,100000-200000,10.99,1039,69.5861405197305
285900,Gang Beasts,2017-12-12,1,Boneloaf,Double Fine Presents,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,"['Action', 'Adventure', 'Casual', 'Indie']",Funny;Multiplayer;Fighting,19,13439,5880,681,141,1000000-2000000,14.99,19319,69.56364201045602
282660,Easy™ eSports,2015-09-10,1,EasyAntiCheat Ltd,EasyAntiCheat Ltd,windows,0,Multi-player;Cross-Platform Multiplayer,['Utilities'],Utilities;Free to Play,0,1996,875,128,66,500000-1000000,0.0,2871,69.52281435040055
65930,The Bureau: XCOM Declassified,2013-08-22,1,2K Marin,2K,windows;mac,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Action'],Action;Tactical;Sci-fi,41,6661,2923,201,168,2000000-5000000,14.99,9584,69.50125208681135
506140,Shop Heroes,2016-08-15,1,"Cloudcade, Inc.","Cloudcade, Inc.",windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Free to Play;Simulation;Casual,0,1978,868,1543,2207,500000-1000000,0.0,2846,69.50105411103303
611660,Fallout 4 VR,2017-12-11,1,Bethesda Game Studios,Bethesda Softworks,windows,18,Single-player;VR Support;SteamVR Collectibles,"['Violent', 'RPG']",VR;Open World;Post-apocalyptic,50,2647,1162,161,216,100000-200000,39.99,3809,69.49330532948281
291480,Warface,2014-07-01,1,My.com,My.com,windows,16,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play;FPS;Multiplayer,30,32751,14409,949,104,10000000-20000000,0.0,47160,69.44656488549619
386880,Rake,2015-07-13,1,Konsordo,Konsordo,windows,0,Single-player;Multi-player;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'Simulation']",Horror;Multiplayer;Survival Horror,0,2452,1079,116,217,100000-200000,3.99,3531,69.44208439535542
519140,Minds Eyes,2016-08-31,1,Stanislaw Truchowski,TurnVex,windows,0,Single-player,"['Action', 'Adventure', 'Free to Play', 'Indie']",Horror;Free to Play;Multiplayer,0,702,309,73,142,100000-200000,0.0,1011,69.43620178041543
515180,Bus Simulator 18,2018-06-13,1,stillalive studios,astragon Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,['Simulation'],Simulation;Driving;Multiplayer,23,1585,698,0,0,100000-200000,26.99,2283,69.42619360490583
536930,MOBIUS FINAL FANTASY™,2017-02-05,1,Square Enix,Square Enix,windows,12,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,"['Free to Play', 'RPG']",Free to Play;RPG;Fantasy,35,2456,1082,462,689,1000000-2000000,0.0,3538,69.41775014132277
323060,Tharsis,2016-01-11,1,Choice Provisions,Choice Provisions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Indie', 'RPG', 'Strategy']",Strategy;Indie;Space,12,1397,616,272,272,200000-500000,10.99,2013,69.39890710382514
422870,Super Duper Flying Genocide 2017,2016-12-29,1,CharlieH,CharlieH,windows,0,Single-player;Steam Achievements;Steam Trading Cards,"['Violent', 'Action', 'Adventure', 'Indie', 'Simulation']",Indie;Memes;Action,1002,1000,441,157,168,200000-500000,0.79,1441,69.39625260235948
390670,Steel Ocean,2015-11-12,1,ICE Entertainment,Changyou.com Limited,windows,0,Multi-player;MMO;Co-op,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Free to Play;Naval;World War II,20,2845,1259,472,476,500000-1000000,0.0,4104,69.32261208576999
335430,Grimoire: Manastorm,2017-10-26,1,Omniconnection,Omniconnection,windows,0,Multi-player;Online Multi-Player;Steam Trading Cards;Partial Controller Support,"['Action', 'Free to Play', 'Indie']",Action;Shooter;Indie,0,715,317,192,167,200000-500000,0.0,1032,69.28294573643412
266430,Anarchy Arcade,2014-09-03,1,Elijah Newman-Gomez,Elijah Newman-Gomez,windows,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,"['Casual', 'Free to Play', 'Indie', 'Early Access']",Early Access;Free to Play;Sandbox,27,1581,701,42,25,500000-1000000,0.0,2282,69.28133216476775
18700,And Yet It Moves,2009-04-02,1,Broken Rules,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,"['Action', 'Indie']",Platformer;Indie;Puzzle,30,735,327,17,22,200000-500000,6.99,1062,69.2090395480226
298610,Ylands,2017-12-06,1,Bohemia Interactive,Bohemia Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support;Includes level editor,"['Adventure', 'Casual', 'Early Access']",Early Access;Survival;Multiplayer,0,1900,847,457,457,100000-200000,13.0,2747,69.1663633054241
604490,Running Through Russia,2017-05-21,1,Spell Helix,Spell Helix,windows;mac;linux,0,Single-player;Steam Achievements,"['Adventure', 'Casual', 'Indie', 'Early Access']",Early Access;Indie;Casual,4094,751,335,22,22,50000-100000,0.79,1086,69.15285451197053
611500,Quake Champions,2017-08-22,1,id Software,Bethesda Softworks,windows,0,Online Multi-Player;Steam Achievements,"['Action', 'Free to Play', 'Early Access']",Early Access;FPS;Arena Shooter,52,15879,7098,754,102,500000-1000000,0.0,22977,69.10823867345607
250580,Paranautical Activity: Deluxe Atonement Edition,2014-10-20,1,Digerati Distribution,Digerati Distribution,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Action', 'Indie', 'RPG']",Rogue-like;FPS;Indie,45,961,430,321,391,100000-200000,6.99,1391,69.08698777857656
550470,NosTale,2017-09-18,1,"Entwell Co., Ltd.",Gameforge 4D GmbH,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;In-App Purchases,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play;Anime;MMORPG,0,706,316,52,76,200000-500000,0.0,1022,69.08023483365949
274230,RONIN,2015-06-30,1,Tomasz Wacławek,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,"['Action', 'Indie']",Indie;Action;Turn-Based,8,1159,519,441,441,100000-200000,9.99,1678,69.07032181168057
